CUSTOMER,Chain,Store Number,SalesBro,Phase,NeedsSSMSupport,AIM Parameters::SSM Level,Retail Type,Zone,Power Rank,PowerRank Points::Points,Deliv Type,Deliv Duration,Google Maps,Deliv Notes,LineClean_Required,Billing Type,Fintech Name,TABC Permit,Tax ID,RITS Name,Street,City,ZIP,Is Distributor,Is Distro,iControl Name,2019 Sales,2020 Sales,Artificially Annualized Full Year 2020 Sales,% Growth 2020 over 2019
Free Play - Denton,Free Play,,C,0,No,,N,12,CO2,0.5,R,18,"505 W HICKORY STREET Denton, TX 76201",,Yes,COD,,BG1021989,32056874509,Free Play - Denton,505 W HICKORY STREET,Denton,76201,No,Martin House,," $1,549 ", $560 ," $1,680 ",8%
Brass Monkey,NONE,,C,0,No,,N,201,CO1,1,B,18,"2702 N St Mary's St, San Antonio, TX 78212",,No,COD,,MB794359,32045324079,Brass Monkey,2702 N St Mary's St,San Antonio,78212,No,"""Martin House""",, $-   , $560 ," $1,680 ",No 2019 Sales
Liq-O-Rama,None,,C,0,No,,F,4,CO2,0.5,L,18,"1228 S. Blue Mound Road Saginaw, TX 76131",,No,COD,,BF568691,17528573847,Liq-O-Rama,1228 S Blue Mound Road,Saginaw,76131,No,Martin House,," $1,584 ", $556 ," $1,668 ",5%
Albertsons - Saginaw 4102,Albertsons,4102,C,0,Yes,Mon - SalesVisit,F,4.5,CO3,0.25,G,22,"1201 N. Saginaw Boulevard Saginaw, TX 76179",,No,COD,,BQ521157,18201844349,Albertsons - Saginaw 4102,1201 N. Saginaw Boulevard,Saginaw,76179,No,Martin House,," $1,444 ", $540 ," $1,620 ",12%
Oak Street Drafthouse,None, ,C,0,No,,N,12,CO3,0.25,B,18,"308 E Oak Street Denton , TX 76201",GM - Yogi,No,COD,,N797302,32045708180,Oak Street Drafthouse Club,308 E Oak Street,Denton,76201,No,Martin House,," $4,220 ", $526 ," $1,578 ",-63%
Walmart - Fort Worth Jacksboro 4165,Walmart,4165,C,0,Yes,Weekend Inv - Weekly,F,4.5,CO1,1,G,22,"2245 Jacksboro Hwy, Fort Worth, TX 76114",UPDATE DELIV WINDOWS/DURATIONS,No,FinTech,Walmart - Fort Worth Jacksboro 4165,BQ880458,17106365988,Walmart - Fort Worth Jacksboro 4165,"2245 Jacksboro Hwy
2245 JACKSBORO HWY
2245 JACKSBORO HWY",Fort Worth,76114,No,No,, $-   , $521 ," $1,562 ",No 2019 Sales
Mad Pecker Brewing - San Antonio,None,,C,0,No,,N,205,CO2,0.5,B,18,"6025 Tezel Rd. #122 San Antonio, TX 78250",,No,COD,,BG911592,32047513984,Mad Pecker Brewing - San Antonio,6025 Teze Rd #122,San Antonio,78250,No,Martin House,," $4,408 ", $505 ," $1,515 ",-66%
Albertsons - Lake Worth 4150,Albertsons,4150,C,0,Yes,Mon - SalesVisit,F,4.5,CO2,0.5,G,18,"6308 Lake Worth Blvd. Lake Worth, TX 76135",,No,COD,,BQ274202,18201844349,Albertsons - Lake Worth 4150,6308 Lake Worth Blvd.,Lake Worth,76135,No,Martin House,," $2,352 ", $500 ," $1,500 ",-36%
LOL Liquors - Schertz,None, ,C,0,No,,F,203,CO1,1,L,18,"1208 FM78, Schertz, TX 78154", ,No,COD, ,BF1018004,32051994021,LOL Liquors - Schertz,1208 FM78,Schertz,78154,No,"""Martin House""",, $328 , $496 ," $1,488 ",354%
Cullum's Attagirl Ice House,None,,C,0,No,,N,202,CO3,0.25,B,20,"726 Mistletoe Ave, San Antonio, TX 78212",,No,Fintech,Cullum's Attagirl ,BG889317 ,32054250330,Attagirl Ice,726 Mistletoe Ave,San Antonio,78212,No,Martin House,," $3,505 ", $487 ," $1,461 ",-58%
Longhorn Liquor,None,,C,0,Yes,Weekend Inv - As Needed,F,4.5,CO3,0.25,L,18,"6612 Azle Ave Lake Worth, TX 76135",,No,COD,,BF857166,11419410169,Longhorn Liquor,6612 Azle Ave,Lake Worth,76135,No,Martin House,," $1,324 ", $448 ," $1,344 ",2%
Rusty Rooster,NONE,,C,0,No,,F,205,CO2,0.5,L,18,"86 Hwy 90 W
Castroville, TX 78009",,No,COD,,BG1020678,32066505705,The Rusty Rooster,86 HWY 90 W,Castroville,78009,No,"""Martin House""",, $-   , $444 ," $1,332 ",No 2019 Sales
Tarrant Liquor 2,NONE,,C,0,No,,F,4,CO2,0.5,L,18,"7001 Confederate Park Rd #103, Fort Worth, TX 76108",,No,COD,,BF1038308,32061968221,Tarrant Liquor 2,7001 Confederate Park Rd #103,Fort Worth,76108,No,"""Martin House""",, $-   , $432 ," $1,296 ",No 2019 Sales
Herf's Denton County Tap House,NONE,,C,0,No,,N,12,CO2,0.5,R,18,"2655 W University Drive Ste 1031
Denton, TX 76201",,No,COD,,BG1060106,32059266521,Herf's Denton County Tap House,2655 W UNIVERSITY DRIVE SUITE 1031,Denton,76201,No,"""Martin House""",, $-   , $414 ," $1,242 ",No 2019 Sales
Apex Liquor - Lake Worth,Apex Liquor,,C,0,Yes,Weekend Inv - As Needed,F,4.5,CO3,0.25,L,18,"6316 Lake Worth Blvd. Lake Worth, TX 76135",,No,COD,,BF1037588,32053118587,Apex Liquor - Lake Worth,6316 LAKE WORTH BOULEVARD,Lake Worth,76135,No,"""Martin House""",, $608 , $400 ," $1,200 ",97%
The Corner,None,,C,1,No,,B,204,CO3,0.25,B,20,"8839 Culebra Rd #101, San Antonio, TX 78251",,No,COD,,BG909729 ,32054389971,The Corner Beer & Growler Station,8839 Culebra Rd #101,San Antonio,78251,No,Martin House,, $119 , $385 ," $1,155 ",871%
Albertsons - Fort Worth 4151,Albertsons,4151,C,0,Yes,Weekend Inv - As Needed,F,4,CO2,0.5,G,30,"4400 Western Center Blvd. Fort Worth, TX 76137",,No,COD,,BQ711081,18201844349,Albertsons - Fort Worth 4151,4400 Western Center Blvd.,Fort Worth,76137,No,Martin House,," $1,024 ", $384 ," $1,152 ",13%
Still Golden Social House,NONE,,C,0,No,,N,201,CO2,0.5,B,18,"1900 Broadway St, San Antonio, TX 78215
",,No,COD,,MB1005657,32064525036,Still Goldem Social House,1900 Broadway,San Antonio,78215,No,"""Martin House""",, $-   , $380 ," $1,140 ",No 2019 Sales
Spec's - Rector,Spec's,197,C,0,No,,F,200,CO3,0.25,L,18,"819 E Rector Dr San Antonio , TX 78216",,No,Fintech,Spec's - Rector,BF822325,17415326481,SPEC'S WINES SPIRITS & FINER FOODS SPEC'S LIQUORS,819 E Rector Dr,San Antonio,78216,No,Martin House,, $64 , $368 ," $1,104 ",1625%
Flying Saucer - San Antonio,Flying Saucer, ,C,0,No,,N,202,CO1,1,R,18,"11255 Huebner Rd #212 San Antonio , TX 78230",,No,Fintech,Flying Saucer - San Antonio,BG504425,32008799648,Flying Saucer - San Antonio,11255 Huebner Rd #212,San Antonio,78230,No,Martin House,," $3,258 ", $351 ," $1,053 ",-68%
Metzler's - University ,None, ,C,0,No,,F,12,CO3,0.25,L,18,"1115 E University Denton , TX 76209",DO NOT DELIVER BETWEEN 11-1,No,COD,,BG706046,17519182392,Metzler's,1115 E University,Denton,76209,No,Martin House,," $1,830 ", $328 , $984 ,-46%
Greenhouse,None, ,C,0,No,,N,12,CO3,0.25,L,18,"600 N LOCUST STREET Denton , TX 76201",,No,COD,,RM651924,12016356235,Greenhouse,600 N LOCUST STREET,Denton,76201,No,Martin House,, $64 , $319 , $957 ,1395%
Alamo Drafthouse - Denton,Alamo Drafthouse,,C,0,No,,N,12,CO3,0.25,R,18,"3220 Town Center Trail, Denton, Texas 76201",,Yes,Fintech,Alamo Drafthouse - Denton,MD1023957,32061192509,Alamo Drafthouse - Denton,3220 Town Center Tr,Denton,76201,No,Martin House,," $1,550 ", $310 , $930 ,-40%
Rooster's Roadhouse - Denton,None,,C,0,No,,N,12,CO2,0.5,R,18,"113 Industial St. Denton, TX 76201",,No,Fintech,Rooster's Roadhouse - Denton,RM712322,32034694516,Rooster's Roadhouse - Denton,"113 Industial St.
Denton, TX 76201",Denton,76201,No,"""Martin House""",, $260 , $305 , $915 ,252%
Harvest House,None, ,C,0,No,,N,12,CO1,1,B,18,"331 E HICKORY STREET Denton , TX 76201",GM - Alex,No,COD,,MB895540,32052835777,Harvest House,331 E HICKORY STREET,Denton,76201,No,Martin House,," $6,744 ", $304 , $912 ,-86%
JJ's Fast Stop - Watauga,None,,C,0,No,,F,11.5,CO3,0.25,L,18,"5401 Watauga Rd, Watauga, TX 76137",,No,COD,,BQ862464,32051047721,JJ's Fast Stop,5401 Watauga Rd,Watauga,75201,No,Martin House,," $1,576 ", $300 , $900 ,-43%
Celtic Liquor,None,,C,0,No,,F,4.5,CO3,0.25,L,20,"4625 Boat Club Rd, Fort Worth, TX 76135",,No,COD,,BF888297,32054950152,Celtic Liquor,4625 Boat Club Rd,Fort Worth,76135,No,Martin House,," $1,124 ", $284 , $852 ,-24%
Nancy Express Liquor,NONE,,C,0,No,,N,4.5,CO2,0.5,L,18,"209 S Blue Mound Rd, Blue Mound, TX 76131",,No,COD,,BF1021493,32064517983,Nancy Express Liquor,209 S Blue Mound Rd,Blue Mound,76131,No,"""Martin House""",, $-   , $284 , $852 ,No 2019 Sales
Albertsons - Fort Worth 4223,Albertsons,4223,C,0,Yes,Weekend Inv - As Needed,F,4.5,CO2,0.5,G,30,"9300 Clifford St Fort Worth, TX 76108",,No,COD,,BQ518674,18201844349,Albertsons - Fort Worth 4223,9300 Clifford St,Fort Worth,76108,No,Martin House,," $2,772 ", $280 , $840 ,-70%
Tarrant Liquor 1,NONE,,C,0,No,,F,4,CO2,0.5,L,18,"5250 N Tarrant Pkwy #110, Fort Worth, TX 76137",,No,COD,,BF968387,32061968221,Tarrant Liquor 1,5250 N Tarrant Pkwy #110,Fort Worth,76137,No,"""Martin House""",, $-   , $276 , $828 ,No 2019 Sales
Hoppy Monk - San Antonio,None,1,C,0,No,,N,202,CO1,1,B,18,"1010 LOOP 1604 NORTHEAST San Antonio , TX 78232",,No,iControl,Hoppy Monk - San Antonio,MB871142,32017445977,Hoppy Monk - San Antonio,1010 LOOP 1604 NORTHEAST,San Antonio,78232,No,Martin House,Hoppy Monk - San Antonio," $3,425 ", $270 , $810 ,-76%
Denton County Brewing,None,,C,0,No,,N,12,CO2,0.5,B,18," 200 E McKinney St, Denton, TX 76201",,No,Fintech,Denton County Brewing Company,BG942111,32058412605,Denton County Brewing,200 E Mckinney St.,Denton,76201,No,Martin House,," $2,250 ", $270 , $810 ,-64%
Dan's Silver Leaf,None, ,C,0,No,,N,12,CO2,0.5,R,18,"103 INDUSTRIAL  Denton , TX 76201",,No,COD,,N 515843,17525967638,Dan's Silver Leaf,"103 INDUSTRIAL
",Denton,76201,No,Martin House,," $1,565 ", $235 , $705 ,-55%
Loophole,None, ,C,0,No,,N,12,CO2,0.5,B,18,"119 W Hickory St Denton , TX 76201",,No,COD,,N560877,32014797578,Loophole Bar,119 W Hickory St,Denton,76201,No,Martin House,, $460 , $235 , $705 ,53%
Old Chicago - Fort Worth,Old Chicago,,C,0,No,,N,4,CO3,0.25,R,20,"8933 North Freeway, Fort Worth, TX 76177",,Yes,Fintech,Old Chicago - Fort Worth,RM930172,32054943587,Old Chicago - Fort Worth,8933 North Freeway,Fort Worth,76177,No,Martin House,," $1,309 ", $227 , $681 ,-48%
Earl's 377,None,,C,0,No,,N,12.5,CO2,0.5,R,25,"427 US-377 S, Argyle, TX 76226",,Yes,Fintech,Earl's 377 Pizza,RM942867,32055416757,Earl's 377,427 US-377 S,Argyle,76226,No,Martin House,," $2,024 ", $225 , $675 ,-67%
Spec's - Highway 281 N,Spec's,169,C,86,No,,F,200,X,0,L,18,"23026 US Highway 281 N San Antonio , TX 78258",,No,Fintech, Spec's - Highway 281 N,BF860526,17415326481, Spec's - Highway 281 N,23026 US Highway 281 N,San Antonio,78258,No,Martin House,, $464 , $224 , $672 ,45%
Nancy's liquor,None,,C,0,No,,F,4,CO2,0.5,L,11,"2400 Meacham Blvd, Fort Worth, TX 76106",,No,COD,,BF1018458,32061285600,Nancy's liquor,2400 Meacham Boulevard,Fort Worth,76106,No,"""Martin House""",, $160 , $224 , $672 ,320%
Barley and Board,None,,C,0,No,,N,12,CO2,0.5,R,25,"100 W Oak St, Denton, TX 76201",,Yes,Fintech,Barley & Board,MB911884,32055421708,Barley and Board,100 W Oak St,Denton,76201,No,Martin House,," $2,240 ", $220 , $660 ,-71%
Booray's - North,None, ,C,0,No,,N,4.5,CO3,0.25,R,18,"5728 Boat Club Rd Fort Worth , TX 77087",,No,Fintech,Booray's - North,RM748547,32015601381,Boo-ray's Fort Worth,5728 Boat Club Rd,Fort Worth,76087,No,Martin House,, $332 , $220 , $660 ,99%
HEB - San Antonio 46,HEB,46,C,0.5,No,,F,202,CO1,1,G,15,"23635 Wilderness Oak, San Antonio, TX 78258",,No,EFT,,BF873079,17430106579,HEB - San Antonio 46,23635 Wilderness Oak,San Antonio,78258,No,"""Martin House""",, $-   , $208 , $624 ,No 2019 Sales
Killer's Tacos,None,,C,0,No,,N,12,CO3,0.25,R,18,"424 Bryan St, Denton, TX 76201",,No,COD,,BG951294,32058813463,Killer's Tacos,424 Bryan St,Denton,76201,No,Martin House,, $552 , $204 , $612 ,11%
Walmart - Keller 2834,Walmart,2834,C,0,Yes,Weekend Inv - Weekly,F,11.5,CO1,1,G,18,"5336 Golden Triangle Boulevard,  Fort Worth TX 76244",,No,Fintech,Walmart - Keller 2834,BQ1011088,17106365988,Walmart - Keller 2834,5336 Golden Triangle Boulevard,Fort Worth,76244,No,No,, $-   , $192 , $576 ,No 2019 Sales
HEB - San Antonio 11 Valley High,HEB,678,C,0,No,,F,205,CO2,0.5,G,18,"302 Valley High Dr
San Antonio, TX 78227",,No,EFT,,BF857572,17430106587,HEB - San Antonio 11 Valley High,302 Valley High Dr,San Antonio,78227,No,"""Martin House""",, $-   , $192 , $576 ,No 2019 Sales
Stouts Pizza,NONE,,C,0,No,,N,205,CO2,0.5,R,18,"7915 W Loop 1604 N #114, San Antonio, TX 78254
",,No,COD,,BG1002019,32031456109,Stout's Pizza Co,7915 W Loop 1604 N #114,San Antonio,78254,No,"""Martin House""",, $-   , $190 , $570 ,No 2019 Sales
Spiral Diner - Denton,Spiral Diner,,C,0,No,,N,12,CO3,0.25,R,18,"608 E Hickory St Denton, TX 76205",,No,COD,,BG969843,32061191881,Spiral Diner - Denton,608 E. Hickory St,Denton,76205,No,,, $580 , $184 , $552 ,-5%
World Market - Selma,World Market,143,C,0,No,,F,203,X,0, ,18,"8286 Agora Pkwy Selma , TX 78154", ,No,iControl, ,BQ478799,19432276004,Cost Plus World Market Selma,8286 Agora Pkwy,Selma,78154,No,Martin House,World Market - Selma, $160 , $176 , $528 ,230%
Texas Cheer Liquor 1,None, 1,C,0,No,,F,205,CO3,0.25,L,18,"15118 Potranco Rd #13, San Antonio, TX 78245", ,No,COD, ,BF891370,32055196060,Texas Cheer Liquor #1,15118 Potranco Rd #13,San Antonio,78245,No,"""Martin House""",, $-   , $176 , $528 ,No 2019 Sales
Esquire Tavern,None,,C,0,No,,N,201,CO3,0.25,B,18,"155 E Commerce St, San Antonio, TX 78205",,No,Fintech,Esquire Tavern,MB732953 ,17423734320,Esquire Tavern,155 E Commerce St,San Antonio,78205,No,Martin House,, $96 , $160 , $480 ,400%
HEB - San Antonio Wurzbach,HEB,480,C,0,No,,F,201,CO2,0.5,G,18,"H-E-B, 9900 Wurzbach Rd, San Antonio, TX 78230",,No,EFT,,BF121012,17430106579,HEB,9900 Wurzbach,San Antonio,78230,No,"""Martin House""",, $-   , $160 , $480 ,No 2019 Sales
HEB - San Antonio #46,HEB,658,C,86,No,,F,200,X,0,G,18,"23635 WILDERNESS OAK SAN ANTONIO , TX 78258",,No,EFT,,Q 412424,17430106579,HEB - San Antonio #46,23635 WILDERNESS OAK,SAN ANTONIO,78258,No,Martin House,, $-   , $160 , $480 ,No 2019 Sales
Tex Tapas Industrial St. Kitchen,None,,C,0,No,,N,12,CO2,0.5,R,18,"109 Industrial St, Denton, TX 76201",,No,Fintech,Tex Tapas - Denton,MB911366,17528708534,Tex Tapas Industrial St. Kitchen,109 industrial St,Denton,76201,No,Martin House,, $632 , $142 , $426 ,-33%
Albertsons - Corinth 4191,Albertsons,4191,C,0,No,Weekend Inv - As Needed,F,12,CO3,0.25,G,30,"4351 Fm 2181 Corinth, TX 76210",,No,COD,,BQ512167,18201844349,Albertsons - Corinth 4191,4351 Fm 2181,Corinth,76210,No,Martin House,, $800 , $128 , $384 ,-52%
Walmart - Denton University 4627,Walmart,4627,C,0,Yes,Weekend Inv - Weekly,G,12,CO1,1,G,22,"2750 W University Dr, Denton, TX 76201",UPDATE DELIV WINDOWS/DURATIONS,No,FinTech,Walmart - Denton University 4627,BQ756930,17106365988,Walmart - Denton University 4627,2750 W University Dr,Denton,76201,No,No,, $-   , $128 , $384 ,No 2019 Sales
Liquor Locker,None, ,C,0,No,,F,4.5,CO3,0.25,L,18,"9595 Boat Club Road Fort Worth , TX 76179",Need 2 copies of invoice,No,COD,,BF869652,32037853150,Liquor Locker,9595 Boat Club Road,Fort Worth,76179,No,Martin House,, $380 , $124 , $372 ,-2%
Wally's Liquor - North Fort Worth,NONE,,C,0,No,,F,4.5,CO2,0.5,L,18,"2604 Cherry Lane
Fort Worth, TX 76116",,No,COD,,BF976486,32062605574,Wally's Liquor - North Fort Worth,2604 CHERRY LANE,FORT WORTH,76116,No,"""Martin House""",, $-   , $124 , $372 ,No 2019 Sales
Pizza Snob - Denton,Pizza Snob,,C,0,No,,N,12,CO3,0.25,R,18,"321 W Hickory St #108, Denton, TX 76201",,No,COD,,BG910514,32047958775,Pizza Snob,321 W Hickory,Denton,76201,No,Martin House,, $204 , $112 , $336 ,65%
Shots and Crafts,None,,C,0,No,,N,12,CO2,0.5,B,15,"103 Ave A, Denton, TX 76201",,No,COD,,MB895542,32052458398,Shots and Crafts,103 Avenue A,Denton,76201,No,Martin House,, $388 , $110 , $330 ,-15%
WB Liquors Costco - SA 1604,WB Liquors,22,C,0,No,,F,202,CO2,0.5,AD,18,"1203 N FM 1604 E San Antonio, TX 78258",UPDATE DELIV WINDOWS/DURATIONS,No,COD,,BF918109,12604362074,WB Liquors Costco - SA 1604,1203 N FM 1604 E,San Antonio,78258,No,,, $652 , $96 , $288 ,-56%
Walmart - Hickory Creek 3286,Walmart,3286,C,0,Yes,Weekend Inv - Weekly,F,12,CO1,1,AD,18,"1035 Hickory Creek Blvd, Hickory Creek, TX 75065",Receiver goes to lunch from 8-9 and no one else to receive then. If you are scheduled then try to do a stop nearby and then go back.,No,Fintech,Walmart - Hickory Creek 3286,BQ500450,17106365988,Walmart - Hickory Creek 3286,1035 Hickory Creek Blvd,Hickory,75065,No,No,, $480 , $96 , $288 ,-40%
The Well,NONE,,C,0,No,,N,202,CO1,1,R,18,"5539 UTSA blvd.
San Antonio, Tx. 78249",,No,COD,,MB939635,32055052594,The Well ,5539 UTSA Blvd,San Antonio,78249,No,"""Martin House""",, $-   , $96 , $288 ,No 2019 Sales
LSA Burger,None, ,C,1,No,,N,12,CO3,0.25, ,18,"113 W Hickory St, Denton, TX 76201", ,No,Fintech,Lsa Burger Co,RM839263,32047968097,LSA Burger,113 W Hickory St, Denton,76201,No,Martin House,, $845 , $90 , $270 ,-68%
Fred's - North,None, ,C,0,No,,N,4,CO3,0.25,R,18,"2730 Western Center Blvd Fort Worth , TX 76131",,No,Fintech,Fred's - North-1,RM776093,32043821035,Fred's - North,2730 Western Center Blvd,Fort Worth,76131,No,Martin House,, $688 , $64 , $192 ,-72%
Little Woodrow's - Babcock,NONE,,C,0,No,,N,201,CO1,1,B,18,"2535 Babcock Rd, San Antonio, TX 78229",,No,Fintech,Little Woodrow's - Babcock,MB525654,32058389191,Little Woodrow's,2535 Babcock Rd,San Antonio,78229,No,"""Martin House""",, $-   , $64 , $192 ,No 2019 Sales
Fine Wine and Liquors - San Antonio,None, ,C,0,No,,F,205,CO2,0.5,L,18,"9714 Potranco Rd. Ste 110 San Antonio, Tx. 78251", ,No,COD, ,BF999363,32064713905,ine Wine & Liquors,9714 Potranco Rd ste. 110,San Antonio,78251,No,"""Martin House""",, $-   , $60 , $180 ,No 2019 Sales
GG Convenience Store ,None,,C,0,No,,F,4,CO3,0.25,G,18,"2740 Western Center blvd #500, Fort Worth, TX 76131",,No,COD,,BQ930348,32058687214,GG Convenience Store,"2740 Western Center Blvd, #500",Fort Worth,76131,No,Martin House,, $128 , $32 , $96 ,-25%
Mellow Mushroom - Denton,Mellow Mushroom, ,C,1,No,,N,12,CO2,0.5,R,18,"217 E HICKORY STREET Denton , TX 76201",,No,Fintech,Mellow Mushroom - Denton,RM765130,32042564016,Mellow Mushroom - Denton,217 E HICKORY STREET,Denton,76201,No,Martin House,, $(70), $-   , $-   ,Lost Customer in 2020
Hannah's,None, ,C,1,No,,N,12,CO2,0.5,R,18,"111 W Mulberry Denton , TX 76201",Bar Manager Jason,Yes,COD,,RM654872,32003352468,Hannah's,111 W Mulberry,Denton,76201,No,Martin House,, $85 , $-   , $-   ,Lost Customer in 2020
American Airlines Training and Conference Center,None, ,C,1,No,,N,11,CO1,1,AD,25,"4501 Hwy 360 Fort Worth , TX 76155",If cooler is locked call 817.956.6053 or 817-956-1000 and they will let you in. Do NOT leave outside of cooler with invoice on top. Gracias!,Yes,Prepaid,,MB254139,11315027984,American Airlines Conference and Training Center,4501 Hwy 360,Fort Worth,76155,No,Martin House,, $380 , $-   , $-   ,Lost Customer in 2020
Alamo Drafthouse Cinema - Westlakes,Alamo Drafthouse, ,C,0.5,No,,F,200,CO3,0.25, ,18,"1255 SW Loop 410 San Antonio , TX 78227", ,No,Fintech,Alamo Drafthouse Westlakes,MB937902,13310545192, Alamo Drafthouse Westlakes,1255 SW Loop 410,San Antonio,78227,No,Martin House,," $1,105 ", $-   , $-   ,Lost Customer in 2020
Big Hops - The Bridge,None,,C,86,No,,B,201,CO1,1,S,18,"306 Austin St San Antonio , TX 78215",,No,Fintech,Big Hops Bridge,BG897000,32048634268,Big Hops Bridge,306 Austin St,San Antonio,78215,No,Martin House,," $2,074 ", $-   , $-   ,Lost Customer in 2020
World Market - Park North,World Market,316,C,0,No,,F,200,CO3,0.25,G,18,"742 NW Loop 410 San Antonio , TX 78216", ,No,iControl,Cost Plus 316 - San Antonio, BQ741878,19432276004,Cost Plus 316 - San Antonio,742 NW Loop 410,San Antonio,78216,No,Martin House,World Market - Park North, $240 , $-   , $-   ,Lost Customer in 2020
World Market - Rim,World Market,324,C,0,No,,F,200,CO3,0.25,G,18,"17414 La Cantera Pkwy. Ste 127 San Antonio , TX 78257", ,No,iControl,Cost Plus 324 - San Antonio,BQ639086,19432276004,Cost Plus 324 - San Antonio,17414 La Cantera Pkwy. Ste 127,San Antonio,78257,No,Martin House,World Market - Rim," $1,912 ", $-   , $-   ,Lost Customer in 2020
Gabriel's Superstore - Flagship,None,60,C,0,No,,F,200,CO3,0.25,L,18,"1309 Texas North 1604 Loop San Antonio , TX 78258",,No,iControl,Gabriel's Superstore - Flagship,BF722071,17427437011,Gabriel's Liquor and Wine,1309 Texas North 1604 Loop,San Antonio,78258,No,Martin House,Gabriels Superstore, $692 , $-   , $-   ,Lost Customer in 2020
GS1221,None, ,C,86,No,,N,201,CO2,0.5,B,18,"1221 Broadway suite 116 San Antonio , TX 78215",,No,Fintech,GS1221,BG868712,32053168319,GS1221,1221 Broadway suite 116,San Antonio,78215,No,Martin House,, $452 , $-   , $-   ,Lost Customer in 2020
Azle Liquor,None, ,C,1,Yes,Mon - SalesVisit,F,4.5,CO3,0.25,L,18,"1515 SE Pkwy Azle , TX 76020",,No,COD,,BF807368,10505927151,Azle Liqours,1515 SE Pkwy,Azle,76020,No,Martin House,, $348 , $-   , $-   ,Lost Customer in 2020
Metzler's - Londonderry,None,,C,86,No,,F,12,V3,1,R,18,"628 Londonderry Ln, Denton, TX 76205",DO NOT DELIVER FROM 11-1,No,COD,,BG411020,30115607456,Metzler's Bar-B-Q - Londonberry,628 Londonderry Ln,Denton,76209,No,Martin House,, $366 , $-   , $-   ,Lost Customer in 2020
Paradise Liquor,None, ,C,0,No,,F,12.5,CO2,0.5,L,18,"1217 Farm to Market 407 Corral City , TX 76226",,No,COD,,BF678124,32054252286,Paradise Liquor,1217 Farm to Market 407,Corral City,76226,No,Martin House,, $704 , $-   , $-   ,Lost Customer in 2020
West Oak Coffee Bar,None, ,C,1,No,,N,12,CO2,0.5,AD,18,"114 W OAK STREET Denton , TX 76201",,No,COD,,BG891400,32052451708,West Oak Coffee Bar,114 W OAK STREET,Denton,76201,No,Martin House,, $190 , $-   , $-   ,Lost Customer in 2020
Eskimo Hut - San Antonio,Eskimo Hut,,C,86,No,,F,202,CO1,1,B,18,"18866 Stone Oak, San Antonio, TX 78258",,No,COD,,BG928932,32057361852,Eskimo Hut San Antonio,18866 Stone Oak,San Antonio,78258,No,Martin House,," $5,385 ", $-   , $-   ,Lost Customer in 2020
From Across the Pond,None,,C,1,No,,N,11,V3,1,B,20,"8000 Bedford Euless Rd, North Richland Hills, TX 76180",All of our beer is in the small under bar cold box with towers on top.,Yes,COD,,MB953382,32060049940,From Across the Pond,8000 Bedford Euless Rd.,North Richland Hills,76180,No,Martin House,, $(105), $-   , $-   ,Lost Customer in 2020
Imperial Ale & Spirts,None,,C,0,No,,F,12,CO3,0.25,L,18,"717 S Interstate 35 E #132, Denton, TX 76201
",,No,COD,,P 898357,32056012423,Imperial Ale & Spirts,717 S Interstate 35 E #132,Denton,76201,No,Martin House,, $32 , $-   , $-   ,Lost Customer in 2020
Caskey's,None,,C,0.5,No,,N,12,CO3,0.25,B,18,"1206 W Hickory St, Denton, TX 76201",,No,COD,,MB952662,32060017244,Caskey's,"1206 W HICKORY STREEt
 ",Denton,76201,No,Martin House,, $384 , $-   , $-   ,Lost Customer in 2020
Apex Liquors,None,,C,0,No,,F,4.5,CO3,0.25,AD,18,"503 NW Pkwy St, Azle, TX 76020",Fill coldbox. ,No,COD,,BF873233,32053118587,Apex Liquors,503 NW Pkwy St.,Azle,76020,No,Martin House,, $192 , $-   , $-   ,Lost Customer in 2020
Mulberry Cantina,None,,C,1,No,,N,12,CO2,0.5,B,20,"110 W Mulberry St, Denton, TX 76201",,No,COD,,MB905888,32048862091,Mulberry Cantina,110 W Mulberry St,Denton,76201,No,,, $366 , $-   , $-   ,Lost Customer in 2020
State Draft House,None,,C,86,No,,N,14.5,CO2,0.5,R,25,"1050 Flower Mound Road, Flower Mound, Texas, TX 75028",,Yes,Fintech,State Draft House,RM988592,32062914695,State Draft House,1050 Flower Mound Road,Flower Mound,75028,No,Martin House,, $665 , $-   , $-   ,Lost Customer in 2020
